performance_id,student_id,subject,assessment_type,assessment_date,marks_obtained,total_marks,percentage,grade_letter
1079,1068,Hindi,Test,2025-08-09,59,100,59,D
1080,1069,Hindi,Quiz,2025-08-09,64,100,64,D
1081,1070,Hindi,Project,2025-08-09,69,100,69,D
1082,1071,Hindi,Quiz,2025-08-09,63,100,63,D
1083,1073,Hindi,Project,2025-08-09,75,100,75,C
1084,1075,Hindi,Quiz,2025-08-09,77,100,77,C
1085,1076,Hindi,Test,2025-08-09,85,100,85,B
1086,1077,Hindi,Test,2025-08-09,70,100,70,C
1087,1078,Hindi,Test,2025-08-09,80,100,80,B
1088,1079,Hindi,Project,2025-08-09,78,100,78,C
1089,1080,Hindi,Test,2025-08-09,63,100,63,D
1090,1081,Hindi,Assignment,2025-08-09,87,100,87,B
1091,1056,Computer Science,Quiz,2025-09-01,64,100,64,D
1092,1057,Computer Science,Test,2025-09-01,71,100,71,C
1093,1058,Computer Science,Test,2025-09-01,75,100,75,C
1094,1059,Computer Science,Project,2025-09-01,62,100,62,D
1095,1060,Computer Science,Quiz,2025-09-01,75,100,75,C
1096,1061,Computer Science,Quiz,2025-09-01,85,100,85,B
1097,1062,Computer Science,Test,2025-09-01,61,100,61,D
1098,1063,Computer Science,Assignment,2025-09-01,85,100,85,B
1099,1064,Computer Science,Assignment,2025-09-01,87,100,87,B
1100,1065,Computer Science,Quiz,2025-09-01,57,100,57,D
1101,1066,Computer Science,Test,2025-09-01,68,100,68,D
1102,1067,Computer Science,Test,2025-09-01,85,100,85,B
1103,1068,Computer Science,Project,2025-09-01,61,100,61,D
1104,1069,Computer Science,Test,2025-09-01,74,100,74,C
1105,1070,Computer Science,Assignment,2025-09-01,62,100,62,D
1106,1071,Computer Science,Quiz,2025-09-01,89,100,89,B
1107,1072,Computer Science,Project,2025-09-01,71,100,71,C
1108,1073,Computer Science,Project,2025-09-01,61,100,61,D
1109,1075,Computer Science,Quiz,2025-09-01,74,100,74,C
1110,1076,Computer Science,Project,2025-09-01,67,100,67,D
1111,1077,Computer Science,Quiz,2025-09-01,71,100,71,C
1112,1078,Computer Science,Test,2025-09-01,62,100,62,D
1113,1079,Computer Science,Test,2025-09-01,63,100,63,D
1114,1080,Computer Science,Test,2025-09-01,75,100,75,C
1115,1081,Computer Science,Quiz,2025-09-01,72,100,72,C
1116,1056,Computer Science,Test,2025-08-09,88,100,88,B
1117,1057,Computer Science,Assignment,2025-08-09,62,100,62,D
1118,1058,Computer Science,Project,2025-08-09,70,100,70,C
1119,1059,Computer Science,Assignment,2025-08-09,70,100,70,C
1120,1060,Computer Science,Quiz,2025-08-09,68,100,68,D
1121,1061,Computer Science,Test,2025-08-09,79,100,79,C
1122,1062,Computer Science,Assignment,2025-08-09,84,100,84,B
1123,1063,Computer Science,Assignment,2025-08-09,73,100,73,C
1124,1064,Computer Science,Assignment,2025-08-09,61,100,61,D
1125,1066,Computer Science,Assignment,2025-08-09,60,100,60,D
1126,1067,Computer Science,Test,2025-08-09,85,100,85,B
1127,1069,Computer Science,Quiz,2025-08-09,73,100,73,C
1128,1070,Computer Science,Assignment,2025-08-09,78,100,78,C
1129,1071,Computer Science,Test,2025-08-09,75,100,75,C
1130,1072,Computer Science,Quiz,2025-08-09,63,100,63,D
1131,1073,Computer Science,Project,2025-08-09,74,100,74,C
1132,1074,Computer Science,Quiz,2025-08-09,62,100,62,D
1133,1075,Computer Science,Assignment,2025-08-09,70,100,70,C
1134,1076,Computer Science,Quiz,2025-08-09,75,100,75,C
1135,1077,Computer Science,Project,2025-08-09,60,100,60,D
1136,1078,Computer Science,Project,2025-08-09,70,100,70,C
1137,1079,Computer Science,Assignment,2025-08-09,73,100,73,C
1138,1080,Computer Science,Assignment,2025-08-09,76,100,76,C
1139,1081,Computer Science,Project,2025-08-09,61,100,61,D
1140,1082,Mathematics,Test,2025-08-27,75,100,75,C
1141,1083,Mathematics,Project,2025-08-27,83,100,83,B
1142,1084,Mathematics,Quiz,2025-08-27,71,100,71,C
1143,1086,Mathematics,Quiz,2025-08-27,76,100,76,C
1144,1087,Mathematics,Project,2025-08-27,75,100,75,C
1145,1088,Mathematics,Assignment,2025-08-27,80,100,80,B
1146,1089,Mathematics,Project,2025-08-27,63,100,63,D
1147,1090,Mathematics,Project,2025-08-27,66,100,66,D
1148,1091,Mathematics,Assignment,2025-08-27,87,100,87,B
1149,1092,Mathematics,Quiz,2025-08-27,78,100,78,C
1150,1093,Mathematics,Quiz,2025-08-27,70,100,70,C
1151,1094,Mathematics,Assignment,2025-08-27,61,100,61,D
1152,1096,Mathematics,Test,2025-08-27,62,100,62,D
1153,1098,Mathematics,Assignment,2025-08-27,82,100,82,B
1154,1099,Mathematics,Test,2025-08-27,88,100,88,B
1155,1100,Mathematics,Assignment,2025-08-27,86,100,86,B
1156,1101,Mathematics,Assignment,2025-08-27,64,100,64,D
1157,1102,Mathematics,Project,2025-08-27,80,100,80,B
1158,1103,Mathematics,Project,2025-08-27,66,100,66,D
1159,1104,Mathematics,Quiz,2025-08-27,78,100,78,C
1160,1105,Mathematics,Test,2025-08-27,89,100,89,B
1161,1106,Mathematics,Test,2025-08-27,64,100,64,D
1162,1107,Mathematics,Test,2025-08-27,65,100,65,D
1163,1108,Mathematics,Test,2025-08-27,87,100,87,B
1164,1109,Mathematics,Quiz,2025-08-27,78,100,78,C
1165,1110,Mathematics,Test,2025-08-27,77,100,77,C
1166,1082,Mathematics,Assignment,2025-08-09,60,100,60,D
1167,1083,Mathematics,Assignment,2025-08-09,71,100,71,C
1168,1085,Mathematics,Test,2025-08-09,81,100,81,B
1169,1086,Mathematics,Project,2025-08-09,57,100,57,D
1170,1088,Mathematics,Project,2025-08-09,86,100,86,B
1171,1089,Mathematics,Test,2025-08-09,92,100,92,A
1172,1092,Mathematics,Project,2025-08-09,64,100,64,D
1173,1093,Mathematics,Quiz,2025-08-09,78,100,78,C
1174,1094,Mathematics,Project,2025-08-09,89,100,89,B
1175,1095,Mathematics,Quiz,2025-08-09,86,100,86,B
1176,1096,Mathematics,Project,2025-08-09,64,100,64,D
1177,1097,Mathematics,Assignment,2025-08-09,65,100,65,D
1178,1098,Mathematics,Test,2025-08-09,89,100,89,B
1179,1099,Mathematics,Assignment,2025-08-09,56,100,56,D
1180,1100,Mathematics,Project,2025-08-09,68,100,68,D
1181,1101,Mathematics,Test,2025-08-09,74,100,74,C
1182,1102,Mathematics,Quiz,2025-08-09,85,100,85,B
1183,1103,Mathematics,Test,2025-08-09,82,100,82,B
1184,1104,Mathematics,Quiz,2025-08-09,75,100,75,C
1185,1105,Mathematics,Test,2025-08-09,70,100,70,C
1186,1106,Mathematics,Test,2025-08-09,74,100,74,C
1187,1107,Mathematics,Quiz,2025-08-09,59,100,59,D
1188,1108,Mathematics,Assignment,2025-08-09,63,100,63,D
1189,1109,Mathematics,Test,2025-08-09,82,100,82,B
1190,1110,Mathematics,Test,2025-08-09,73,100,73,C
1191,1082,Mathematics,Test,2025-09-04,86,100,86,B
1192,1083,Mathematics,Test,2025-09-04,85,100,85,B
1193,1084,Mathematics,Assignment,2025-09-04,57,100,57,D
1194,1085,Mathematics,Quiz,2025-09-04,66,100,66,D
1195,1087,Mathematics,Assignment,2025-09-04,86,100,86,B
1196,1090,Mathematics,Quiz,2025-09-04,75,100,75,C
1197,1091,Mathematics,Test,2025-09-04,87,100,87,B
1198,1092,Mathematics,Project,2025-09-04,68,100,68,D
1199,1093,Mathematics,Test,2025-09-04,78,100,78,C
1200,1095,Mathematics,Project,2025-09-04,59,100,59,D
1201,1096,Mathematics,Test,2025-09-04,92,100,92,A
1202,1097,Mathematics,Assignment,2025-09-04,86,100,86,B
1203,1098,Mathematics,Quiz,2025-09-04,77,100,77,C
1204,1099,Mathematics,Quiz,2025-09-04,77,100,77,C
1205,1101,Mathematics,Quiz,2025-09-04,59,100,59,D
1206,1102,Mathematics,Quiz,2025-09-04,75,100,75,C
1207,1103,Mathematics,Assignment,2025-09-04,83,100,83,B
1208,1104,Mathematics,Test,2025-09-04,65,100,65,D
1209,1105,Mathematics,Test,2025-09-04,80,100,80,B
1210,1106,Mathematics,Project,2025-09-04,87,100,87,B
1211,1107,Mathematics,Quiz,2025-09-04,59,100,59,D
1212,1108,Mathematics,Project,2025-09-04,84,100,84,B
1213,1109,Mathematics,Test,2025-09-04,78,100,78,C
1214,1110,Mathematics,Test,2025-09-04,84,100,84,B
1215,1082,Science,Project,2025-08-08,62,100,62,D
1216,1083,Science,Quiz,2025-08-08,79,100,79,C
1217,1084,Science,Quiz,2025-08-08,69,100,69,D
1218,1086,Science,Test,2025-08-08,60,100,60,D
1219,1087,Science,Assignment,2025-08-08,68,100,68,D
1220,1089,Science,Quiz,2025-08-08,65,100,65,D
1221,1090,Science,Quiz,2025-08-08,88,100,88,B
1222,1091,Science,Quiz,2025-08-08,69,100,69,D
1223,1092,Science,Test,2025-08-08,82,100,82,B
1224,1093,Science,Project,2025-08-08,57,100,57,D
1225,1094,Science,Project,2025-08-08,83,100,83,B
1226,1095,Science,Project,2025-08-08,66,100,66,D
1227,1096,Science,Test,2025-08-08,67,100,67,D
1228,1097,Science,Project,2025-08-08,82,100,82,B
1229,1099,Science,Assignment,2025-08-08,73,100,73,C
1230,1100,Science,Assignment,2025-08-08,61,100,61,D
1231,1101,Science,Project,2025-08-08,74,100,74,C
1232,1102,Science,Test,2025-08-08,60,100,60,D
1233,1103,Science,Project,2025-08-08,69,100,69,D
1234,1106,Science,Test,2025-08-08,67,100,67,D
1235,1107,Science,Assignment,2025-08-08,73,100,73,C
1236,1108,Science,Test,2025-08-08,82,100,82,B
1237,1109,Science,Assignment,2025-08-08,88,100,88,B
1238,1110,Science,Assignment,2025-08-08,74,100,74,C
1239,1082,Science,Project,2025-08-17,78,100,78,C
1240,1084,Science,Test,2025-08-17,73,100,73,C
1241,1085,Science,Assignment,2025-08-17,81,100,81,B
1242,1086,Science,Project,2025-08-17,65,100,65,D
1243,1087,Science,Quiz,2025-08-17,84,100,84,B
1244,1088,Science,Assignment,2025-08-17,71,100,71,C
1245,1089,Science,Quiz,2025-08-17,83,100,83,B
1246,1090,Science,Project,2025-08-17,68,100,68,D
1247,1091,Science,Assignment,2025-08-17,87,100,87,B
1248,1093,Science,Assignment,2025-08-17,62,100,62,D
1249,1094,Science,Assignment,2025-08-17,77,100,77,C
1250,1095,Science,Project,2025-08-17,70,100,70,C
1251,1096,Science,Quiz,2025-08-17,63,100,63,D
1252,1097,Science,Project,2025-08-17,78,100,78,C
1253,1098,Science,Quiz,2025-08-17,71,100,71,C
1254,1099,Science,Project,2025-08-17,57,100,57,D
1255,1100,Science,Quiz,2025-08-17,84,100,84,B
1256,1101,Science,Quiz,2025-08-17,81,100,81,B
1257,1102,Science,Test,2025-08-17,88,100,88,B
1258,1103,Science,Project,2025-08-17,78,100,78,C
1259,1105,Science,Assignment,2025-08-17,71,100,71,C
1260,1106,Science,Assignment,2025-08-17,73,100,73,C
1261,1107,Science,Assignment,2025-08-17,84,100,84,B
1262,1108,Science,Project,2025-08-17,80,100,80,B
1263,1110,Science,Project,2025-08-17,59,100,59,D
1264,1082,Science,Assignment,2025-08-29,66,100,66,D
1265,1083,Science,Project,2025-08-29,87,100,87,B
1266,1084,Science,Project,2025-08-29,85,100,85,B
1267,1085,Science,Assignment,2025-08-29,86,100,86,B
1268,1087,Science,Project,2025-08-29,67,100,67,D
1269,1088,Science,Quiz,2025-08-29,89,100,89,B
1270,1089,Science,Assignment,2025-08-29,59,100,59,D
1271,1091,Science,Project,2025-08-29,71,100,71,C
1272,1092,Science,Test,2025-08-29,72,100,72,C
1273,1093,Science,Assignment,2025-08-29,81,100,81,B
1274,1094,Science,Assignment,2025-08-29,64,100,64,D
1275,1095,Science,Assignment,2025-08-29,68,100,68,D
1276,1096,Science,Quiz,2025-08-29,59,100,59,D
1277,1097,Science,Assignment,2025-08-29,81,100,81,B
1278,1098,Science,Assignment,2025-08-29,60,100,60,D
1279,1099,Science,Project,2025-08-29,59,100,59,D
1280,1100,Science,Quiz,2025-08-29,67,100,67,D
1281,1101,Science,Assignment,2025-08-29,70,100,70,C
1282,1102,Science,Quiz,2025-08-29,58,100,58,D
1283,1103,Science,Project,2025-08-29,81,100,81,B
1284,1104,Science,Assignment,2025-08-29,64,100,64,D
1285,1105,Science,Quiz,2025-08-29,74,100,74,C
1286,1106,Science,Assignment,2025-08-29,70,100,70,C
1287,1107,Science,Quiz,2025-08-29,89,100,89,B
1288,1108,Science,Test,2025-08-29,72,100,72,C
1289,1109,Science,Project,2025-08-29,91,100,91,A
1290,1110,Science,Assignment,2025-08-29,61,100,61,D
1291,1082,English,Test,2025-08-09,59,100,59,D
1292,1084,English,Quiz,2025-08-09,83,100,83,B
1293,1085,English,Assignment,2025-08-09,84,100,84,B
1294,1086,English,Assignment,2025-08-09,90,100,90,A
1295,1087,English,Assignment,2025-08-09,70,100,70,C
1296,1088,English,Assignment,2025-08-09,64,100,64,D
1297,1089,English,Assignment,2025-08-09,67,100,67,D
1298,1090,English,Assignment,2025-08-09,66,100,66,D
1299,1091,English,Quiz,2025-08-09,59,100,59,D
1300,1092,English,Assignment,2025-08-09,83,100,83,B
1301,1093,English,Quiz,2025-08-09,59,100,59,D
1302,1094,English,Quiz,2025-08-09,83,100,83,B
1303,1095,English,Test,2025-08-09,68,100,68,D
1304,1096,English,Assignment,2025-08-09,83,100,83,B
1305,1097,English,Quiz,2025-08-09,62,100,62,D
1306,1098,English,Project,2025-08-09,56,100,56,D
1307,1099,English,Quiz,2025-08-09,84,100,84,B
1308,1100,English,Quiz,2025-08-09,60,100,60,D
1309,1101,English,Test,2025-08-09,65,100,65,D
1310,1102,English,Test,2025-08-09,64,100,64,D
1311,1103,English,Test,2025-08-09,89,100,89,B
1312,1104,English,Project,2025-08-09,60,100,60,D
1313,1105,English,Quiz,2025-08-09,59,100,59,D
1314,1107,English,Quiz,2025-08-09,90,100,90,A
1315,1108,English,Project,2025-08-09,70,100,70,C
1316,1109,English,Quiz,2025-08-09,66,100,66,D
1317,1110,English,Assignment,2025-08-09,83,100,83,B
1318,1082,English,Quiz,2025-08-16,85,100,85,B
1319,1083,English,Project,2025-08-16,63,100,63,D
1320,1084,English,Quiz,2025-08-16,60,100,60,D
1321,1085,English,Test,2025-08-16,85,100,85,B
1322,1086,English,Test,2025-08-16,90,100,90,A
1323,1087,English,Quiz,2025-08-16,79,100,79,C
1324,1088,English,Test,2025-08-16,73,100,73,C
1325,1092,English,Quiz,2025-08-16,82,100,82,B
1326,1093,English,Quiz,2025-08-16,65,100,65,D
1327,1094,English,Quiz,2025-08-16,85,100,85,B
1328,1095,English,Project,2025-08-16,64,100,64,D
1329,1096,English,Assignment,2025-08-16,77,100,77,C
1330,1097,English,Test,2025-08-16,60,100,60,D
1331,1098,English,Quiz,2025-08-16,66,100,66,D
1332,1099,English,Project,2025-08-16,65,100,65,D
1333,1100,English,Quiz,2025-08-16,72,100,72,C
1334,1101,English,Project,2025-08-16,84,100,84,B
1335,1102,English,Quiz,2025-08-16,78,100,78,C
1336,1104,English,Project,2025-08-16,67,100,67,D
1337,1105,English,Assignment,2025-08-16,65,100,65,D
1338,1106,English,Test,2025-08-16,80,100,80,B
1339,1107,English,Project,2025-08-16,85,100,85,B
1340,1108,English,Assignment,2025-08-16,86,100,86,B
1341,1110,English,Test,2025-08-16,67,100,67,D
1342,1082,Social Studies,Test,2025-08-31,62,100,62,D
1343,1083,Social Studies,Quiz,2025-08-31,64,100,64,D
1344,1084,Social Studies,Assignment,2025-08-31,87,100,87,B
1345,1085,Social Studies,Project,2025-08-31,87,100,87,B
1346,1086,Social Studies,Test,2025-08-31,66,100,66,D
1347,1087,Social Studies,Quiz,2025-08-31,86,100,86,B
1348,1088,Social Studies,Quiz,2025-08-31,69,100,69,D
1349,1089,Social Studies,Assignment,2025-08-31,77,100,77,C
1350,1090,Social Studies,Assignment,2025-08-31,79,100,79,C
1351,1091,Social Studies,Assignment,2025-08-31,83,100,83,B
1352,1092,Social Studies,Quiz,2025-08-31,82,100,82,B
1353,1093,Social Studies,Project,2025-08-31,82,100,82,B
1354,1094,Social Studies,Quiz,2025-08-31,60,100,60,D
1355,1095,Social Studies,Quiz,2025-08-31,84,100,84,B
1356,1097,Social Studies,Project,2025-08-31,78,100,78,C
1357,1100,Social Studies,Project,2025-08-31,72,100,72,C
1358,1102,Social Studies,Quiz,2025-08-31,85,100,85,B
1359,1103,Social Studies,Quiz,2025-08-31,82,100,82,B
1360,1104,Social Studies,Test,2025-08-31,74,100,74,C
1361,1105,Social Studies,Test,2025-08-31,70,100,70,C
1362,1106,Social Studies,Test,2025-08-31,86,100,86,B
1363,1107,Social Studies,Assignment,2025-08-31,68,100,68,D
1364,1108,Social Studies,Project,2025-08-31,85,100,85,B
1365,1109,Social Studies,Project,2025-08-31,92,100,92,A
1366,1110,Social Studies,Project,2025-08-31,74,100,74,C
1367,1082,Social Studies,Project,2025-08-22,77,100,77,C
1368,1083,Social Studies,Quiz,2025-08-22,68,100,68,D
1369,1084,Social Studies,Quiz,2025-08-22,64,100,64,D
1370,1085,Social Studies,Assignment,2025-08-22,72,100,72,C
1371,1086,Social Studies,Project,2025-08-22,74,100,74,C
1372,1087,Social Studies,Test,2025-08-22,68,100,68,D
1373,1089,Social Studies,Project,2025-08-22,73,100,73,C
1374,1090,Social Studies,Test,2025-08-22,77,100,77,C
1375,1091,Social Studies,Assignment,2025-08-22,79,100,79,C
1376,1092,Social Studies,Test,2025-08-22,68,100,68,D
1377,1093,Social Studies,Assignment,2025-08-22,87,100,87,B
1378,1094,Social Studies,Project,2025-08-22,84,100,84,B
1379,1095,Social Studies,Quiz,2025-08-22,64,100,64,D
1380,1098,Social Studies,Quiz,2025-08-22,89,100,89,B
1381,1099,Social Studies,Assignment,2025-08-22,70,100,70,C
1382,1100,Social Studies,Quiz,2025-08-22,61,100,61,D
1383,1102,Social Studies,Quiz,2025-08-22,86,100,86,B
1384,1103,Social Studies,Quiz,2025-08-22,74,100,74,C
1385,1104,Social Studies,Project,2025-08-22,63,100,63,D
1386,1105,Social Studies,Quiz,2025-08-22,89,100,89,B
1387,1106,Social Studies,Test,2025-08-22,66,100,66,D
1388,1107,Social Studies,Project,2025-08-22,72,100,72,C
1389,1108,Social Studies,Quiz,2025-08-22,62,100,62,D
1390,1109,Social Studies,Assignment,2025-08-22,87,100,87,B
1391,1110,Social Studies,Assignment,2025-08-22,60,100,60,D
1392,1082,Hindi,Quiz,2025-08-16,79,100,79,C
1393,1083,Hindi,Test,2025-08-16,83,100,83,B
1394,1084,Hindi,Quiz,2025-08-16,77,100,77,C
1395,1085,Hindi,Quiz,2025-08-16,93,100,93,A
1396,1086,Hindi,Project,2025-08-16,72,100,72,C
1397,1087,Hindi,Test,2025-08-16,59,100,59,D
1398,1088,Hindi,Test,2025-08-16,71,100,71,C
1399,1089,Hindi,Project,2025-08-16,82,100,82,B
1400,1090,Hindi,Test,2025-08-16,74,100,74,C
1401,1091,Hindi,Test,2025-08-16,81,100,81,B
1402,1092,Hindi,Test,2025-08-16,91,100,91,A
1403,1093,Hindi,Test,2025-08-16,68,100,68,D
1404,1094,Hindi,Assignment,2025-08-16,82,100,82,B
1405,1095,Hindi,Quiz,2025-08-16,61,100,61,D
1406,1096,Hindi,Quiz,2025-08-16,63,100,63,D
1407,1097,Hindi,Assignment,2025-08-16,72,100,72,C
1408,1099,Hindi,Test,2025-08-16,73,100,73,C
1409,1100,Hindi,Test,2025-08-16,74,100,74,C
1410,1101,Hindi,Assignment,2025-08-16,57,100,57,D
1411,1102,Hindi,Assignment,2025-08-16,73,100,73,C
1412,1103,Hindi,Test,2025-08-16,73,100,73,C
1413,1104,Hindi,Quiz,2025-08-16,70,100,70,C
1414,1105,Hindi,Test,2025-08-16,75,100,75,C
1415,1106,Hindi,Project,2025-08-16,77,100,77,C
1416,1107,Hindi,Project,2025-08-16,78,100,78,C
1417,1108,Hindi,Test,2025-08-16,74,100,74,C
1418,1109,Hindi,Assignment,2025-08-16,77,100,77,C
1419,1110,Hindi,Assignment,2025-08-16,63,100,63,D
1420,1082,Hindi,Project,2025-08-10,75,100,75,C
1421,1083,Hindi,Test,2025-08-10,84,100,84,B
1422,1084,Hindi,Project,2025-08-10,73,100,73,C
1423,1085,Hindi,Quiz,2025-08-10,76,100,76,C
1424,1086,Hindi,Test,2025-08-10,73,100,73,C
1425,1087,Hindi,Quiz,2025-08-10,57,100,57,D
1426,1088,Hindi,Quiz,2025-08-10,82,100,82,B
1427,1089,Hindi,Assignment,2025-08-10,88,100,88,B
1428,1090,Hindi,Project,2025-08-10,73,100,73,C
1429,1091,Hindi,Project,2025-08-10,58,100,58,D
1430,1092,Hindi,Assignment,2025-08-10,92,100,92,A
1431,1093,Hindi,Assignment,2025-08-10,64,100,64,D
1432,1094,Hindi,Test,2025-08-10,68,100,68,D
1433,1095,Hindi,Quiz,2025-08-10,70,100,70,C
1434,1096,Hindi,Project,2025-08-10,66,100,66,D
1435,1097,Hindi,Project,2025-08-10,70,100,70,C
1436,1098,Hindi,Project,2025-08-10,67,100,67,D
1437,1099,Hindi,Assignment,2025-08-10,69,100,69,D
1438,1100,Hindi,Test,2025-08-10,86,100,86,B
1439,1101,Hindi,Test,2025-08-10,77,100,77,C
1440,1102,Hindi,Assignment,2025-08-10,89,100,89,B
1441,1103,Hindi,Test,2025-08-10,63,100,63,D
1442,1105,Hindi,Quiz,2025-08-10,64,100,64,D
1443,1106,Hindi,Assignment,2025-08-10,64,100,64,D
1444,1107,Hindi,Project,2025-08-10,70,100,70,C
1445,1108,Hindi,Test,2025-08-10,84,100,84,B
1446,1109,Hindi,Quiz,2025-08-10,70,100,70,C
1447,1110,Hindi,Assignment,2025-08-10,76,100,76,C
1448,1082,Computer Science,Assignment,2025-08-26,86,100,86,B
1449,1083,Computer Science,Test,2025-08-26,60,100,60,D
1450,1084,Computer Science,Project,2025-08-26,68,100,68,D
1451,1085,Computer Science,Quiz,2025-08-26,90,100,90,A
1452,1088,Computer Science,Test,2025-08-26,74,100,74,C
1453,1089,Computer Science,Assignment,2025-08-26,68,100,68,D
1454,1090,Computer Science,Project,2025-08-26,82,100,82,B
1455,1091,Computer Science,Quiz,2025-08-26,68,100,68,D
1456,1092,Computer Science,Quiz,2025-08-26,67,100,67,D
1457,1093,Computer Science,Assignment,2025-08-26,65,100,65,D
1458,1094,Computer Science,Project,2025-08-26,84,100,84,B
1459,1095,Computer Science,Assignment,2025-08-26,84,100,84,B
1460,1096,Computer Science,Test,2025-08-26,78,100,78,C
1461,1097,Computer Science,Test,2025-08-26,85,100,85,B
1462,1098,Computer Science,Project,2025-08-26,83,100,83,B
1463,1099,Computer Science,Assignment,2025-08-26,79,100,79,C
1464,1100,Computer Science,Test,2025-08-26,63,100,63,D
1465,1102,Computer Science,Project,2025-08-26,81,100,81,B
1466,1103,Computer Science,Project,2025-08-26,72,100,72,C
1467,1104,Computer Science,Test,2025-08-26,76,100,76,C
1468,1105,Computer Science,Quiz,2025-08-26,62,100,62,D
1469,1106,Computer Science,Project,2025-08-26,91,100,91,A
1470,1107,Computer Science,Test,2025-08-26,58,100,58,D
1471,1108,Computer Science,Quiz,2025-08-26,66,100,66,D
1472,1109,Computer Science,Quiz,2025-08-26,83,100,83,B
1473,1110,Computer Science,Test,2025-08-26,80,100,80,B
1474,1082,Computer Science,Quiz,2025-08-30,79,100,79,C
1475,1083,Computer Science,Test,2025-08-30,66,100,66,D
1476,1084,Computer Science,Assignment,2025-08-30,60,100,60,D
1477,1085,Computer Science,Quiz,2025-08-30,83,100,83,B
1478,1086,Computer Science,Assignment,2025-08-30,59,100,59,D
1479,1087,Computer Science,Assignment,2025-08-30,71,100,71,C
1480,1088,Computer Science,Project,2025-08-30,75,100,75,C
1481,1089,Computer Science,Project,2025-08-30,75,100,75,C
1482,1091,Computer Science,Assignment,2025-08-30,56,100,56,D
1483,1092,Computer Science,Assignment,2025-08-30,79,100,79,C
1484,1093,Computer Science,Project,2025-08-30,85,100,85,B
1485,1094,Computer Science,Assignment,2025-08-30,73,100,73,C
1486,1095,Computer Science,Quiz,2025-08-30,76,100,76,C
1487,1096,Computer Science,Assignment,2025-08-30,64,100,64,D
1488,1097,Computer Science,Project,2025-08-30,69,100,69,D
1489,1098,Computer Science,Assignment,2025-08-30,70,100,70,C
1490,1099,Computer Science,Assignment,2025-08-30,76,100,76,C
1491,1100,Computer Science,Assignment,2025-08-30,84,100,84,B
1492,1101,Computer Science,Assignment,2025-08-30,59,100,59,D
1493,1103,Computer Science,Quiz,2025-08-30,76,100,76,C
1494,1104,Computer Science,Assignment,2025-08-30,82,100,82,B
1495,1105,Computer Science,Project,2025-08-30,80,100,80,B
1496,1106,Computer Science,Test,2025-08-30,80,100,80,B
1497,1107,Computer Science,Assignment,2025-08-30,60,100,60,D
1498,1108,Computer Science,Project,2025-08-30,84,100,84,B
1499,1109,Computer Science,Test,2025-08-30,72,100,72,C
1500,1110,Computer Science,Assignment,2025-08-30,71,100,71,C
1501,1082,Computer Science,Quiz,2025-08-27,72,100,72,C
1502,1083,Computer Science,Quiz,2025-08-27,73,100,73,C
1503,1084,Computer Science,Test,2025-08-27,71,100,71,C
1504,1085,Computer Science,Project,2025-08-27,91,100,91,A
1505,1086,Computer Science,Project,2025-08-27,69,100,69,D
1506,1087,Computer Science,Quiz,2025-08-27,80,100,80,B
1507,1088,Computer Science,Test,2025-08-27,62,100,62,D
1508,1089,Computer Science,Assignment,2025-08-27,90,100,90,A
1509,1090,Computer Science,Quiz,2025-08-27,69,100,69,D
1510,1091,Computer Science,Assignment,2025-08-27,65,100,65,D
1511,1092,Computer Science,Test,2025-08-27,65,100,65,D
1512,1093,Computer Science,Assignment,2025-08-27,62,100,62,D
1513,1094,Computer Science,Quiz,2025-08-27,63,100,63,D
1514,1095,Computer Science,Quiz,2025-08-27,56,100,56,D
1515,1096,Computer Science,Assignment,2025-08-27,62,100,62,D
1516,1097,Computer Science,Assignment,2025-08-27,86,100,86,B
1517,1098,Computer Science,Quiz,2025-08-27,62,100,62,D
1518,1100,Computer Science,Project,2025-08-27,84,100,84,B
1519,1101,Computer Science,Assignment,2025-08-27,64,100,64,D
1520,1102,Computer Science,Project,2025-08-27,62,100,62,D
1521,1103,Computer Science,Test,2025-08-27,87,100,87,B
1522,1104,Computer Science,Assignment,2025-08-27,64,100,64,D
1523,1105,Computer Science,Quiz,2025-08-27,77,100,77,C
1524,1106,Computer Science,Test,2025-08-27,88,100,88,B
1525,1107,Computer Science,Assignment,2025-08-27,62,100,62,D
1526,1109,Computer Science,Test,2025-08-27,66,100,66,D
1527,1110,Computer Science,Assignment,2025-08-27,85,100,85,B
1528,1111,Mathematics,Test,2025-08-10,77,100,77,C
1529,1113,Mathematics,Quiz,2025-08-10,78,100,78,C
1530,1114,Mathematics,Test,2025-08-10,86,100,86,B
1531,1115,Mathematics,Project,2025-08-10,85,100,85,B
1532,1116,Mathematics,Quiz,2025-08-10,69,100,69,D
1533,1117,Mathematics,Quiz,2025-08-10,89,100,89,B
1534,1118,Mathematics,Test,2025-08-10,70,100,70,C
1535,1119,Mathematics,Quiz,2025-08-10,88,100,88,B
1536,1120,Mathematics,Project,2025-08-10,68,100,68,D
1537,1121,Mathematics,Quiz,2025-08-10,79,100,79,C
1538,1122,Mathematics,Assignment,2025-08-10,74,100,74,C
1539,1123,Mathematics,Project,2025-08-10,86,100,86,B
1540,1125,Mathematics,Assignment,2025-08-10,88,100,88,B
1541,1126,Mathematics,Project,2025-08-10,73,100,73,C
1542,1127,Mathematics,Project,2025-08-10,78,100,78,C
1543,1128,Mathematics,Test,2025-08-10,88,100,88,B
